backbone,task,lam,avg_bit,seq,metric,value,uni2,uni3,uni4,ceil_bits,bit_saved,interp_lin,interp_log,vs_ceil_%,vs_interp_%,vs_interp_log_%,trivial
hubert,er,0.001,3.8333,443444444443,ER_ERR,0.381144,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.167,0.391754,0.391748,2.47,2.71,2.71,0
hubert,er,0.01,3.8333,443444444443,ER_ERR,0.381144,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.167,0.391754,0.391748,2.47,2.71,2.71,0
hubert,er,0.02,3.8333,443444444443,ER_ERR,0.381144,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.167,0.391754,0.391748,2.47,2.71,2.71,0
hubert,er,0.05,3.75,444444344433,ER_ERR,0.390814,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.25,0.392224,0.392216,0.0,0.36,0.36,0
hubert,er,0.1,3.4167,344443343432,ER_ERR,0.402095,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.583,0.394104,0.394094,-2.89,-2.03,-2.03,0
hubert,er,0.2,3.25,334443343332,ER_ERR,0.404512,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.75,0.395044,0.395037,-3.51,-2.4,-2.4,0
hubert,er,0.3,3.0833,334433333332,ER_ERR,0.401289,0.6333601933924254,0.3964544721998388,0.39081385979049155,4,0.917,0.395984,0.395981,-2.68,-1.34,-1.34,0
hubert,er,0.5,2.75,233333333322,ER_ERR,0.424658,0.6333601933924254,0.3964544721998388,0.39081385979049155,3,0.25,0.455681,0.445715,-7.11,6.81,4.72,0
hubert,er,1.0,2.6667,333333232322,ER_ERR,0.430298,0.6333601933924254,0.3964544721998388,0.39081385979049155,3,0.333,0.475423,0.46346,-8.54,9.49,7.16,0
hubert,er,5.0,2.4167,223332232322,ER_ERR,0.528606,0.6333601933924254,0.3964544721998388,0.39081385979049155,3,0.583,0.534649,0.521047,-33.33,1.13,-1.45,0
hubertL,er,0.001,3.875,444344444443444444443444,ER_ERR,0.375504,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.125,0.371072,0.37107,-1.3,-1.19,-1.19,0
hubertL,er,0.01,3.7917,444344444443444444443442,ER_ERR,0.377115,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.208,0.37134,0.371338,-1.74,-1.56,-1.56,0
hubertL,er,0.02,3.7917,444344444443444444443442,ER_ERR,0.377115,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.208,0.37134,0.371338,-1.74,-1.56,-1.56,0
hubertL,er,0.05,3.75,444344444443444443443442,ER_ERR,0.373086,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.25,0.371475,0.371472,-0.65,-0.43,-0.43,0
hubertL,er,0.1,3.4583,433343434343444443343342,ER_ERR,0.373892,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.542,0.372415,0.372411,-0.87,-0.4,-0.4,0
hubertL,er,0.2,3.25,333333334333334443344342,ER_ERR,0.377115,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.75,0.373086,0.373084,-1.74,-1.08,-1.08,0
hubertL,er,0.3,3.125,333333333333334433334342,ER_ERR,0.371475,0.5205479452054794,0.37389202256244963,0.370668815471394,4,0.875,0.373489,0.373488,-0.22,0.54,0.54,0
hubertL,er,0.5,2.875,333323333332333333333332,ER_ERR,0.401289,0.5205479452054794,0.37389202256244963,0.370668815471394,3,0.125,0.392224,0.389682,-7.33,-2.31,-2.98,0
hubertL,er,1.0,2.8333,333323323332333333333332,ER_ERR,0.400483,0.5205479452054794,0.37389202256244963,0.370668815471394,3,0.167,0.398335,0.395092,-7.11,-0.54,-1.36,0
hubertL,er,5.0,2.2083,322232222222322322222232,ER_ERR,0.459307,0.5205479452054794,0.37389202256244963,0.370668815471394,3,0.792,0.489995,0.48587,-22.84,6.26,5.47,0
w2v2,er,0.001,3.8333,444444434434,ER_ERR,0.401289,0.5785656728444802,0.41498791297340853,0.40370668815471394,4,0.167,0.405587,0.405565,0.6,1.06,1.05,0
w2v2,er,0.01,3.8333,444444434434,ER_ERR,0.401289,0.5785656728444802,0.41498791297340853,0.40370668815471394,4,0.167,0.405587,0.405565,0.6,1.06,1.05,0
